delivery_id,delivery_status,delivery_time,rider_id
2739,Cancelled,16 minutes,393
2740,Cancelled,29 minutes,112
2741,Completed,13 minutes,179
2742,Completed,38 minutes,149
2743,Pending,41 minutes,193
2744,Pending,24 minutes,347
2745,Cancelled,33 minutes,272
2746,Cancelled,16 minutes,464
2747,Cancelled,30 minutes,202
2748,Pending,17 minutes,274
2749,Completed,49 minutes,244
2750,Cancelled,47 minutes,451
2751,Pending,43 minutes,180
2752,Pending,44 minutes,77
2753,Cancelled,18 minutes,415
2754,Completed,19 minutes,48
2755,Pending,12 minutes,355
2756,Cancelled,24 minutes,336
2757,Cancelled,32 minutes,373
2758,Pending,45 minutes,179
2759,Cancelled,16 minutes,358
2760,Cancelled,60 minutes,258
2761,Cancelled,47 minutes,373
2762,Pending,11 minutes,397
2763,Completed,44 minutes,412
2764,Pending,11 minutes,212
2765,Cancelled,37 minutes,302
2766,Cancelled,45 minutes,125
2767,Completed,15 minutes,441
2768,Pending,36 minutes,273
2769,Pending,51 minutes,110
2770,Pending,39 minutes,89
2771,Cancelled,51 minutes,459
2772,Cancelled,47 minutes,301
2773,Pending,43 minutes,277
2774,Pending,60 minutes,187
2775,Completed,56 minutes,1
2776,Pending,58 minutes,178
2777,Pending,19 minutes,273
2778,Pending,13 minutes,33
2779,Pending,21 minutes,408
2780,Pending,51 minutes,455
2781,Pending,50 minutes,262
2782,Completed,20 minutes,304
2783,Completed,53 minutes,124
2784,Cancelled,53 minutes,364
2785,Completed,39 minutes,20
2786,Completed,43 minutes,181
2787,Pending,37 minutes,180
2788,Completed,17 minutes,429
2789,Pending,60 minutes,381
2790,Pending,56 minutes,310
2791,Cancelled,42 minutes,455
2792,Completed,46 minutes,309
2793,Cancelled,47 minutes,240
2794,Pending,11 minutes,175
2795,Cancelled,40 minutes,61
2796,Cancelled,52 minutes,480
2797,Cancelled,56 minutes,154
2798,Completed,49 minutes,404
2799,Pending,12 minutes,466
2800,Cancelled,58 minutes,93
2801,Pending,52 minutes,448
2802,Completed,31 minutes,422
2803,Pending,24 minutes,195
2804,Pending,50 minutes,485
2805,Cancelled,44 minutes,420
2806,Completed,33 minutes,473
2807,Pending,46 minutes,452
2808,Pending,23 minutes,235
2809,Pending,46 minutes,380
2810,Cancelled,30 minutes,221
2811,Pending,40 minutes,98
2812,Completed,40 minutes,27
2813,Completed,12 minutes,254
2814,Completed,20 minutes,54
2815,Completed,43 minutes,109
2816,Cancelled,57 minutes,58
2817,Cancelled,17 minutes,435
2818,Pending,22 minutes,271
2819,Completed,20 minutes,194
2820,Completed,17 minutes,216
2821,Pending,42 minutes,390
2822,Completed,53 minutes,235
2823,Completed,17 minutes,57
2824,Completed,43 minutes,54
2825,Completed,45 minutes,483
2826,Cancelled,15 minutes,317
2827,Completed,10 minutes,483
2828,Completed,26 minutes,480
2829,Pending,47 minutes,269
2830,Completed,29 minutes,337
2831,Pending,46 minutes,290
2832,Cancelled,24 minutes,165
2833,Pending,58 minutes,67
2834,Cancelled,50 minutes,254
2835,Completed,31 minutes,476
2836,Cancelled,22 minutes,123
2837,Completed,57 minutes,318
2838,Pending,40 minutes,195
2839,Completed,47 minutes,94
2840,Cancelled,60 minutes,10
2841,Pending,16 minutes,422
2842,Completed,37 minutes,18
2843,Completed,23 minutes,468
2844,Pending,14 minutes,341
2845,Completed,11 minutes,296
2846,Pending,34 minutes,224
2847,Cancelled,40 minutes,107
2848,Pending,54 minutes,345
2849,Completed,55 minutes,181
2850,Pending,37 minutes,170
2851,Cancelled,11 minutes,337
2852,Completed,17 minutes,304
2853,Cancelled,40 minutes,226
2854,Completed,54 minutes,446
2855,Pending,42 minutes,4
2856,Pending,25 minutes,22
2857,Completed,58 minutes,470
2858,Pending,60 minutes,370
2859,Cancelled,27 minutes,386
2860,Completed,35 minutes,188
2861,Cancelled,23 minutes,125
2862,Completed,30 minutes,10
2863,Cancelled,55 minutes,54
2864,Completed,15 minutes,113
2865,Pending,48 minutes,370
2866,Completed,44 minutes,201
2867,Pending,50 minutes,103
2868,Completed,38 minutes,232
2869,Pending,24 minutes,449
2870,Cancelled,15 minutes,395
2871,Cancelled,45 minutes,94
2872,Cancelled,17 minutes,414
2873,Pending,47 minutes,95
2874,Completed,55 minutes,133
2875,Cancelled,58 minutes,222
2876,Pending,23 minutes,69
2877,Completed,53 minutes,125
2878,Cancelled,23 minutes,159
2879,Pending,60 minutes,25
2880,Completed,19 minutes,279
2881,Pending,26 minutes,362
2882,Completed,15 minutes,58
2883,Completed,49 minutes,259
2884,Completed,24 minutes,68
2885,Pending,22 minutes,255
2886,Cancelled,41 minutes,53
2887,Pending,37 minutes,279
2888,Completed,10 minutes,210
2889,Cancelled,46 minutes,313
2890,Completed,47 minutes,364
2891,Completed,54 minutes,200
2892,Pending,56 minutes,272
2893,Cancelled,22 minutes,444
2894,Cancelled,23 minutes,475
2895,Pending,24 minutes,317
2896,Pending,50 minutes,476
2897,Completed,59 minutes,212
2898,Cancelled,53 minutes,431
2899,Pending,12 minutes,277
2900,Pending,22 minutes,162
2901,Completed,11 minutes,167
2902,Pending,58 minutes,38
2903,Cancelled,60 minutes,457
2904,Cancelled,59 minutes,207
2905,Pending,46 minutes,276
2906,Completed,24 minutes,341
2907,Completed,40 minutes,60
2908,Cancelled,55 minutes,106
2909,Pending,28 minutes,303
2910,Pending,28 minutes,4
2911,Cancelled,49 minutes,180
2912,Pending,52 minutes,47
2913,Completed,48 minutes,13
2914,Pending,13 minutes,77
2915,Completed,13 minutes,132
2916,Pending,56 minutes,38
2917,Completed,15 minutes,115
2918,Cancelled,49 minutes,18
2919,Cancelled,30 minutes,171
2920,Cancelled,60 minutes,312
2921,Pending,11 minutes,273
2922,Cancelled,48 minutes,376
2923,Pending,56 minutes,429
2924,Pending,28 minutes,438
2925,Cancelled,11 minutes,123
2926,Pending,32 minutes,425
2927,Pending,20 minutes,215
2928,Completed,35 minutes,27
2929,Completed,27 minutes,455
2930,Cancelled,44 minutes,110
2931,Pending,19 minutes,306
2932,Completed,56 minutes,206
2933,Pending,25 minutes,10
2934,Completed,49 minutes,92
2935,Cancelled,38 minutes,476
2936,Cancelled,19 minutes,427
2937,Completed,49 minutes,374
2938,Pending,29 minutes,336
2939,Pending,42 minutes,357
2940,Completed,42 minutes,244
2941,Completed,27 minutes,136
2942,Completed,33 minutes,296
2943,Pending,60 minutes,290
2944,Pending,24 minutes,359
2945,Pending,31 minutes,269
2946,Pending,27 minutes,451
2947,Pending,41 minutes,58
2948,Cancelled,14 minutes,214
2949,Completed,51 minutes,90
2950,Cancelled,53 minutes,424
2951,Completed,27 minutes,441
2952,Pending,51 minutes,484
2953,Cancelled,38 minutes,331
2954,Pending,54 minutes,317
2955,Pending,23 minutes,397
2956,Cancelled,38 minutes,435
2957,Pending,16 minutes,378
2958,Completed,49 minutes,245
2959,Pending,47 minutes,386
2960,Completed,11 minutes,17
2961,Completed,53 minutes,357
2962,Cancelled,60 minutes,120
2963,Cancelled,37 minutes,333
2964,Pending,42 minutes,49
2965,Completed,40 minutes,152
2966,Cancelled,41 minutes,240
2967,Completed,29 minutes,278
2968,Cancelled,45 minutes,489
2969,Pending,33 minutes,318
2970,Pending,18 minutes,341
2971,Cancelled,24 minutes,326
2972,Completed,38 minutes,291
2973,Completed,25 minutes,494
2974,Cancelled,24 minutes,348
2975,Completed,28 minutes,57
2976,Pending,31 minutes,495
2977,Pending,32 minutes,73
2978,Cancelled,34 minutes,234
2979,Completed,36 minutes,81
2980,Completed,12 minutes,192
2981,Pending,52 minutes,233
2982,Completed,53 minutes,489
2983,Pending,26 minutes,306
2984,Completed,56 minutes,362
2985,Pending,12 minutes,492
2986,Completed,43 minutes,150
2987,Pending,25 minutes,42
2988,Pending,17 minutes,488
2989,Cancelled,41 minutes,383
2990,Pending,21 minutes,157
2991,Cancelled,16 minutes,2
2992,Completed,24 minutes,186
2993,Cancelled,21 minutes,191
2994,Pending,24 minutes,159
2995,Completed,50 minutes,264
2996,Completed,53 minutes,194
2997,Pending,28 minutes,199
2998,Pending,15 minutes,321
2999,Completed,10 minutes,476
3000,Cancelled,18 minutes,117
3001,Cancelled,10 minutes,277
3002,Cancelled,18 minutes,302
3003,Cancelled,28 minutes,472
3004,Cancelled,21 minutes,83
3005,Cancelled,41 minutes,482
3006,Completed,51 minutes,255
3007,Cancelled,29 minutes,442
3008,Cancelled,25 minutes,348
3009,Cancelled,53 minutes,184
3010,Completed,23 minutes,428
3011,Completed,19 minutes,80
3012,Pending,43 minutes,245
3013,Pending,38 minutes,152
3014,Completed,31 minutes,106
3015,Completed,39 minutes,245
3016,Completed,42 minutes,114
3017,Pending,34 minutes,142
3018,Completed,32 minutes,333
3019,Pending,39 minutes,348
3020,Completed,54 minutes,222
3021,Pending,38 minutes,210
3022,Cancelled,23 minutes,458
3023,Cancelled,13 minutes,131
3024,Cancelled,43 minutes,382
3025,Completed,52 minutes,247
3026,Cancelled,13 minutes,212
3027,Cancelled,48 minutes,480
3028,Completed,11 minutes,8
3029,Cancelled,26 minutes,458
3030,Completed,14 minutes,419
3031,Completed,27 minutes,171
3032,Completed,55 minutes,154
3033,Pending,16 minutes,195
3034,Pending,57 minutes,170
3035,Completed,54 minutes,472
3036,Completed,20 minutes,445
3037,Cancelled,38 minutes,422
3038,Pending,30 minutes,422
3039,Pending,44 minutes,378
3040,Completed,46 minutes,50
3041,Cancelled,59 minutes,145
3042,Pending,49 minutes,433
3043,Completed,18 minutes,403
3044,Pending,44 minutes,128
3045,Cancelled,42 minutes,175
3046,Cancelled,36 minutes,477
3047,Cancelled,31 minutes,394
3048,Completed,33 minutes,253
3049,Completed,17 minutes,76
3050,Completed,52 minutes,132
3051,Pending,18 minutes,412
3052,Completed,20 minutes,179
3053,Pending,53 minutes,257
3054,Completed,58 minutes,121
3055,Cancelled,12 minutes,433
3056,Cancelled,52 minutes,100
3057,Cancelled,41 minutes,429
3058,Pending,21 minutes,203
3059,Pending,41 minutes,105
3060,Pending,44 minutes,197
3061,Cancelled,29 minutes,482
3062,Completed,17 minutes,265
3063,Cancelled,39 minutes,406
3064,Pending,49 minutes,439
3065,Cancelled,27 minutes,162
3066,Completed,16 minutes,393
3067,Completed,51 minutes,428
3068,Completed,41 minutes,274
3069,Completed,13 minutes,236
3070,Completed,43 minutes,383
3071,Pending,18 minutes,14
3072,Completed,21 minutes,101
3073,Cancelled,12 minutes,175
3074,Pending,59 minutes,247
3075,Pending,60 minutes,169
3076,Cancelled,31 minutes,166
3077,Completed,29 minutes,326
3078,Pending,14 minutes,354
3079,Pending,49 minutes,328
3080,Pending,47 minutes,180
3081,Pending,16 minutes,383
3082,Completed,53 minutes,9
3083,Completed,44 minutes,290
3084,Pending,25 minutes,13
3085,Completed,45 minutes,53
3086,Cancelled,29 minutes,219
3087,Pending,28 minutes,428
3088,Pending,40 minutes,31
3089,Completed,27 minutes,359
3090,Pending,36 minutes,404
3091,Pending,13 minutes,43
3092,Completed,12 minutes,161
3093,Cancelled,18 minutes,382
3094,Completed,29 minutes,303
3095,Pending,48 minutes,436
3096,Cancelled,24 minutes,336
3097,Cancelled,30 minutes,459
3098,Cancelled,23 minutes,422
3099,Completed,18 minutes,316
3100,Pending,34 minutes,419
3101,Cancelled,19 minutes,42
3102,Pending,57 minutes,480
3103,Cancelled,56 minutes,193
3104,Pending,53 minutes,169
3105,Pending,50 minutes,452
3106,Pending,31 minutes,454
3107,Cancelled,22 minutes,323
3108,Completed,60 minutes,389
3109,Cancelled,37 minutes,75
3110,Pending,14 minutes,490
3111,Completed,24 minutes,271
3112,Completed,40 minutes,160
3113,Cancelled,12 minutes,228
3114,Cancelled,38 minutes,277
3115,Completed,51 minutes,257
3116,Pending,15 minutes,312
3117,Cancelled,25 minutes,420
3118,Pending,50 minutes,214
3119,Cancelled,30 minutes,285
3120,Completed,12 minutes,423
3121,Completed,27 minutes,314
3122,Pending,54 minutes,74
3123,Completed,24 minutes,329
3124,Cancelled,36 minutes,443
3125,Cancelled,42 minutes,491
3126,Completed,19 minutes,342
3127,Completed,57 minutes,124
3128,Completed,47 minutes,3
3129,Completed,47 minutes,59
3130,Completed,51 minutes,22
3131,Completed,25 minutes,79
3132,Completed,31 minutes,209
3133,Cancelled,36 minutes,42
3134,Pending,47 minutes,46
3135,Pending,51 minutes,407
3136,Pending,17 minutes,262
3137,Pending,13 minutes,39
3138,Completed,28 minutes,153
3139,Cancelled,12 minutes,411
3140,Completed,16 minutes,192
3141,Pending,28 minutes,88
3142,Pending,52 minutes,219
3143,Completed,51 minutes,378
3144,Completed,15 minutes,63
3145,Pending,20 minutes,255
3146,Cancelled,43 minutes,233
3147,Cancelled,54 minutes,269
3148,Completed,58 minutes,1
3149,Cancelled,16 minutes,9
3150,Pending,19 minutes,106
3151,Pending,46 minutes,27
3152,Completed,42 minutes,268
3153,Pending,18 minutes,134
3154,Pending,37 minutes,61
3155,Cancelled,35 minutes,356
3156,Completed,56 minutes,146
3157,Cancelled,54 minutes,154
3158,Pending,48 minutes,163
3159,Pending,55 minutes,158
3160,Completed,11 minutes,253
3161,Cancelled,18 minutes,63
3162,Cancelled,12 minutes,108
3163,Pending,24 minutes,62
3164,Cancelled,43 minutes,115
3165,Cancelled,22 minutes,259
3166,Pending,37 minutes,151
3167,Pending,56 minutes,245
3168,Cancelled,57 minutes,294
3169,Pending,23 minutes,105
3170,Cancelled,10 minutes,362
3171,Completed,33 minutes,380
3172,Completed,29 minutes,403
3173,Completed,12 minutes,286
3174,Pending,36 minutes,277
3175,Pending,23 minutes,67
3176,Pending,15 minutes,67
3177,Completed,31 minutes,478
3178,Completed,18 minutes,335
3179,Completed,43 minutes,57
3180,Completed,56 minutes,25
3181,Completed,19 minutes,194
3182,Cancelled,29 minutes,16
3183,Pending,16 minutes,98
3184,Cancelled,56 minutes,312
3185,Cancelled,45 minutes,7
3186,Completed,20 minutes,5
3187,Cancelled,38 minutes,136
3188,Pending,48 minutes,309
3189,Completed,42 minutes,307
3190,Pending,30 minutes,54
3191,Completed,17 minutes,282
3192,Completed,40 minutes,80
3193,Completed,48 minutes,18
3194,Pending,23 minutes,61
3195,Pending,26 minutes,231
3196,Pending,24 minutes,139
3197,Cancelled,48 minutes,285
3198,Pending,39 minutes,155
3199,Pending,24 minutes,305
3200,Cancelled,36 minutes,55
3201,Pending,35 minutes,103
3202,Completed,57 minutes,187
3203,Cancelled,51 minutes,334
3204,Cancelled,25 minutes,451
3205,Cancelled,57 minutes,11
3206,Cancelled,53 minutes,36
3207,Completed,55 minutes,209
3208,Pending,22 minutes,368
3209,Completed,31 minutes,224
3210,Completed,12 minutes,444
3211,Cancelled,41 minutes,222
3212,Pending,27 minutes,200
3213,Cancelled,27 minutes,197
3214,Cancelled,19 minutes,322
3215,Completed,11 minutes,36
3216,Completed,12 minutes,163
3217,Cancelled,33 minutes,272
3218,Pending,37 minutes,411
3219,Completed,35 minutes,32
3220,Pending,59 minutes,348
3221,Cancelled,34 minutes,337
3222,Cancelled,39 minutes,291
3223,Cancelled,35 minutes,292
3224,Pending,48 minutes,302
3225,Completed,50 minutes,89
3226,Pending,20 minutes,326
3227,Cancelled,45 minutes,390
3228,Cancelled,57 minutes,277
3229,Pending,26 minutes,72
3230,Cancelled,46 minutes,42
3231,Pending,37 minutes,156
3232,Pending,49 minutes,2
3233,Pending,23 minutes,269
3234,Pending,60 minutes,104
3235,Completed,58 minutes,311
3236,Cancelled,42 minutes,158
3237,Completed,36 minutes,380
3238,Pending,56 minutes,196
3239,Pending,56 minutes,312
3240,Cancelled,34 minutes,432
3241,Completed,30 minutes,483
3242,Completed,13 minutes,53
3243,Cancelled,42 minutes,359
3244,Cancelled,51 minutes,214
3245,Completed,36 minutes,173
3246,Cancelled,24 minutes,175
3247,Pending,55 minutes,179
3248,Pending,19 minutes,161
3249,Pending,15 minutes,131
3250,Pending,56 minutes,328
3251,Pending,50 minutes,145
3252,Completed,36 minutes,300
3253,Pending,24 minutes,312
3254,Completed,24 minutes,462
3255,Pending,38 minutes,321
3256,Completed,28 minutes,477
3257,Completed,27 minutes,25
3258,Completed,25 minutes,186
3259,Pending,52 minutes,321
3260,Completed,54 minutes,232
3261,Cancelled,13 minutes,141
3262,Completed,41 minutes,111
3263,Completed,31 minutes,47
3264,Completed,26 minutes,252
3265,Pending,29 minutes,216
3266,Cancelled,33 minutes,482
3267,Cancelled,44 minutes,95
3268,Completed,59 minutes,61
3269,Completed,35 minutes,140
3270,Completed,44 minutes,304
3271,Cancelled,28 minutes,439
3272,Cancelled,20 minutes,361
3273,Pending,36 minutes,451
3274,Completed,33 minutes,141
3275,Pending,58 minutes,169
3276,Completed,26 minutes,112
3277,Completed,28 minutes,400
3278,Pending,35 minutes,174
3279,Pending,56 minutes,49
3280,Cancelled,14 minutes,476
3281,Cancelled,25 minutes,85
3282,Pending,22 minutes,298
3283,Pending,58 minutes,137
3284,Completed,18 minutes,405
3285,Completed,54 minutes,490
3286,Pending,38 minutes,147
3287,Cancelled,58 minutes,290
3288,Pending,54 minutes,322
3289,Pending,21 minutes,337
3290,Completed,47 minutes,152
3291,Completed,11 minutes,226
3292,Pending,17 minutes,458
3293,Pending,52 minutes,359
3294,Cancelled,40 minutes,393
3295,Completed,12 minutes,239
3296,Cancelled,55 minutes,224
3297,Completed,27 minutes,66
3298,Cancelled,40 minutes,229
3299,Completed,51 minutes,445
3300,Pending,54 minutes,486
3301,Pending,44 minutes,159
3302,Pending,40 minutes,231
3303,Pending,46 minutes,475
3304,Pending,15 minutes,59
3305,Completed,14 minutes,463
3306,Completed,54 minutes,218
3307,Pending,14 minutes,456
3308,Cancelled,39 minutes,430
3309,Cancelled,11 minutes,474
3310,Cancelled,21 minutes,73
3311,Cancelled,36 minutes,432
3312,Cancelled,53 minutes,170
3313,Completed,54 minutes,172
3314,Completed,25 minutes,247
3315,Pending,20 minutes,50
3316,Pending,20 minutes,234
3317,Completed,55 minutes,78
3318,Pending,59 minutes,20
3319,Cancelled,17 minutes,154
3320,Pending,27 minutes,470
3321,Completed,47 minutes,342
3322,Completed,35 minutes,242
3323,Cancelled,45 minutes,11
3324,Pending,50 minutes,398
3325,Pending,46 minutes,58
3326,Pending,33 minutes,277
3327,Cancelled,34 minutes,148
3328,Pending,15 minutes,230
3329,Cancelled,24 minutes,149
3330,Pending,11 minutes,123
3331,Completed,17 minutes,12
3332,Pending,37 minutes,74
3333,Pending,12 minutes,53
3334,Completed,29 minutes,240
3335,Pending,57 minutes,72
3336,Pending,26 minutes,393
3337,Pending,26 minutes,215
3338,Pending,47 minutes,416
3339,Cancelled,29 minutes,296
3340,Pending,37 minutes,122
3341,Cancelled,50 minutes,92
3342,Cancelled,39 minutes,147
3343,Completed,16 minutes,289
3344,Completed,18 minutes,129
3345,Pending,27 minutes,55
3346,Pending,17 minutes,3
3347,Completed,14 minutes,296
3348,Cancelled,30 minutes,272
3349,Completed,27 minutes,309
3350,Cancelled,41 minutes,219
3351,Completed,20 minutes,132
3352,Cancelled,55 minutes,100
3353,Completed,48 minutes,161
3354,Completed,12 minutes,470
3355,Completed,10 minutes,101
3356,Completed,56 minutes,352
3357,Completed,41 minutes,47
3358,Pending,22 minutes,259
3359,Pending,55 minutes,460
3360,Cancelled,37 minutes,82
3361,Completed,55 minutes,258
3362,Cancelled,45 minutes,298
3363,Completed,39 minutes,197
3364,Completed,13 minutes,272
3365,Cancelled,49 minutes,219
3366,Cancelled,55 minutes,253
3367,Completed,36 minutes,313
3368,Cancelled,42 minutes,488
3369,Cancelled,14 minutes,89
3370,Cancelled,20 minutes,162
3371,Cancelled,20 minutes,314
3372,Pending,33 minutes,329
3373,Cancelled,37 minutes,340
3374,Pending,28 minutes,106
3375,Pending,36 minutes,300
3376,Pending,42 minutes,361
3377,Completed,56 minutes,236
3378,Completed,10 minutes,351
3379,Cancelled,47 minutes,244
3380,Cancelled,12 minutes,167
3381,Pending,59 minutes,400
3382,Pending,40 minutes,325
3383,Cancelled,46 minutes,390
3384,Pending,58 minutes,295
3385,Cancelled,14 minutes,32
3386,Completed,54 minutes,152
3387,Completed,27 minutes,381
3388,Completed,52 minutes,45
3389,Completed,46 minutes,98
3390,Completed,29 minutes,224
3391,Pending,15 minutes,262
3392,Cancelled,12 minutes,10
3393,Cancelled,18 minutes,342
3394,Completed,15 minutes,218
3395,Completed,55 minutes,396
3396,Cancelled,57 minutes,312
3397,Pending,14 minutes,106
3398,Completed,40 minutes,400
3399,Cancelled,15 minutes,447
3400,Cancelled,24 minutes,440
3401,Cancelled,39 minutes,449
3402,Completed,39 minutes,309
3403,Pending,25 minutes,72
3404,Completed,29 minutes,249
3405,Cancelled,52 minutes,365
3406,Completed,35 minutes,112
3407,Pending,39 minutes,301
3408,Completed,60 minutes,385
3409,Pending,12 minutes,287
3410,Completed,42 minutes,127
3411,Cancelled,47 minutes,188
3412,Completed,59 minutes,68
3413,Completed,43 minutes,55
3414,Completed,54 minutes,361
3415,Completed,34 minutes,191
3416,Completed,14 minutes,210
3417,Completed,55 minutes,391
3418,Completed,55 minutes,120
3419,Pending,49 minutes,211
3420,Pending,32 minutes,81
3421,Cancelled,56 minutes,142
3422,Pending,54 minutes,451
3423,Pending,33 minutes,123
3424,Completed,55 minutes,102
3425,Pending,52 minutes,322
3426,Completed,35 minutes,500
3427,Pending,58 minutes,468
3428,Completed,20 minutes,430
3429,Completed,30 minutes,341
3430,Pending,52 minutes,310
3431,Cancelled,12 minutes,149
3432,Completed,41 minutes,70
3433,Cancelled,12 minutes,362
3434,Completed,45 minutes,431
3435,Completed,33 minutes,236
3436,Pending,24 minutes,271
3437,Completed,58 minutes,93
3438,Cancelled,40 minutes,269
3439,Cancelled,19 minutes,366
3440,Completed,48 minutes,21
3441,Pending,18 minutes,32
3442,Completed,53 minutes,292
3443,Pending,23 minutes,245
3444,Completed,59 minutes,207
3445,Cancelled,44 minutes,64
3446,Pending,39 minutes,26
3447,Pending,40 minutes,438
3448,Completed,41 minutes,71
3449,Cancelled,18 minutes,355
3450,Cancelled,32 minutes,234
3451,Pending,52 minutes,32
3452,Completed,22 minutes,302
3453,Cancelled,57 minutes,376
3454,Completed,15 minutes,483
3455,Pending,59 minutes,140
3456,Completed,17 minutes,173
3457,Completed,31 minutes,410
3458,Pending,45 minutes,201
3459,Cancelled,22 minutes,119
3460,Pending,14 minutes,249
3461,Pending,11 minutes,225
3462,Completed,10 minutes,101
3463,Completed,29 minutes,312
3464,Cancelled,20 minutes,47
3465,Pending,58 minutes,307
3466,Pending,35 minutes,89
3467,Completed,13 minutes,40
3468,Completed,41 minutes,306
3469,Completed,14 minutes,105
3470,Pending,30 minutes,141
3471,Completed,58 minutes,311
3472,Cancelled,42 minutes,300
3473,Cancelled,40 minutes,268
3474,Cancelled,57 minutes,412
3475,Cancelled,30 minutes,331
3476,Completed,52 minutes,460
3477,Pending,59 minutes,133
3478,Completed,27 minutes,31
3479,Cancelled,12 minutes,207
3480,Pending,10 minutes,242
3481,Cancelled,32 minutes,465
3482,Completed,25 minutes,394
3483,Cancelled,21 minutes,261
3484,Cancelled,49 minutes,85
3485,Pending,53 minutes,225
3486,Pending,18 minutes,111
3487,Pending,21 minutes,359
3488,Completed,52 minutes,114
3489,Completed,15 minutes,139
3490,Pending,40 minutes,177
3491,Cancelled,10 minutes,74
3492,Completed,32 minutes,360
3493,Completed,12 minutes,469
3494,Completed,26 minutes,439
3495,Completed,46 minutes,19
3496,Pending,26 minutes,184
3497,Cancelled,16 minutes,322
3498,Cancelled,34 minutes,139
3499,Pending,35 minutes,175
3500,Pending,32 minutes,430
3501,Pending,22 minutes,270
3502,Pending,52 minutes,361
3503,Pending,56 minutes,447
3504,Completed,13 minutes,23
3505,Pending,32 minutes,496
3506,Completed,49 minutes,383
3507,Cancelled,40 minutes,452
3508,Pending,34 minutes,126
3509,Completed,60 minutes,77
3510,Cancelled,27 minutes,89
3511,Pending,29 minutes,314
3512,Cancelled,26 minutes,10
3513,Cancelled,32 minutes,56
3514,Cancelled,33 minutes,351
3515,Pending,43 minutes,362
3516,Pending,55 minutes,477
3517,Cancelled,24 minutes,370
3518,Cancelled,42 minutes,122
3519,Pending,11 minutes,263
3520,Completed,30 minutes,364
3521,Cancelled,57 minutes,107
3522,Cancelled,26 minutes,177
3523,Completed,35 minutes,177
3524,Cancelled,34 minutes,447
3525,Pending,31 minutes,341
3526,Pending,35 minutes,150
3527,Completed,51 minutes,275
3528,Cancelled,16 minutes,497
3529,Pending,15 minutes,175
3530,Pending,19 minutes,458
3531,Cancelled,41 minutes,280
3532,Completed,26 minutes,109
3533,Completed,17 minutes,138
3534,Pending,45 minutes,9
3535,Pending,42 minutes,483
3536,Completed,19 minutes,185
3537,Pending,16 minutes,307
3538,Completed,34 minutes,341
3539,Completed,26 minutes,27
3540,Completed,48 minutes,423
3541,Pending,44 minutes,291
3542,Cancelled,27 minutes,444
3543,Pending,11 minutes,482
3544,Cancelled,59 minutes,459
3545,Cancelled,10 minutes,489
3546,Cancelled,34 minutes,124
3547,Pending,53 minutes,344
3548,Pending,28 minutes,449
3549,Completed,34 minutes,14
3550,Completed,24 minutes,217
3551,Cancelled,14 minutes,411
3552,Completed,53 minutes,160
3553,Completed,31 minutes,408
3554,Cancelled,18 minutes,220
3555,Completed,17 minutes,109
3556,Completed,21 minutes,401
3557,Completed,22 minutes,486
3558,Cancelled,33 minutes,441
3559,Completed,43 minutes,128
3560,Cancelled,60 minutes,468
3561,Cancelled,27 minutes,398
3562,Cancelled,22 minutes,257
3563,Completed,27 minutes,408
3564,Completed,23 minutes,462
3565,Cancelled,54 minutes,408
3566,Cancelled,40 minutes,122
3567,Completed,47 minutes,178
3568,Completed,47 minutes,433
3569,Pending,52 minutes,89
3570,Completed,11 minutes,274
3571,Cancelled,54 minutes,402
3572,Pending,59 minutes,384
3573,Cancelled,49 minutes,325
3574,Cancelled,32 minutes,313
3575,Completed,35 minutes,381
3576,Completed,48 minutes,188
3577,Cancelled,42 minutes,83
3578,Pending,14 minutes,107
3579,Pending,33 minutes,242
3580,Cancelled,48 minutes,214
3581,Pending,21 minutes,379
3582,Completed,51 minutes,251
3583,Pending,12 minutes,37
3584,Cancelled,51 minutes,373
3585,Completed,60 minutes,177
3586,Cancelled,40 minutes,436
3587,Pending,46 minutes,453
3588,Cancelled,41 minutes,400
3589,Completed,22 minutes,444
3590,Cancelled,13 minutes,190
3591,Pending,26 minutes,177
3592,Cancelled,48 minutes,174
3593,Completed,31 minutes,77
3594,Completed,56 minutes,183
3595,Completed,27 minutes,466
3596,Pending,35 minutes,54
3597,Pending,47 minutes,73
3598,Pending,42 minutes,145
3599,Pending,32 minutes,462
3600,Completed,46 minutes,29
3601,Completed,22 minutes,243
3602,Completed,30 minutes,443
3603,Completed,26 minutes,403
3604,Pending,20 minutes,220
3605,Cancelled,23 minutes,284
3606,Cancelled,45 minutes,233
3607,Completed,41 minutes,360
3608,Completed,40 minutes,247
3609,Cancelled,56 minutes,476
3610,Pending,53 minutes,313
3611,Cancelled,42 minutes,391
3612,Cancelled,12 minutes,108
3613,Completed,14 minutes,361
3614,Pending,34 minutes,255
3615,Pending,49 minutes,269
3616,Pending,12 minutes,303
3617,Pending,19 minutes,82
3618,Pending,50 minutes,360
3619,Completed,47 minutes,87
3620,Pending,59 minutes,418
3621,Completed,48 minutes,378
3622,Pending,49 minutes,423
3623,Cancelled,24 minutes,276
3624,Cancelled,49 minutes,207
3625,Pending,18 minutes,298
3626,Cancelled,60 minutes,311
3627,Pending,43 minutes,56
3628,Pending,34 minutes,150
3629,Pending,38 minutes,289
3630,Cancelled,50 minutes,164
3631,Pending,39 minutes,55
3632,Completed,41 minutes,248
3633,Pending,21 minutes,391
3634,Completed,57 minutes,89
